,Unnamed: 0,city,area,unit,url
763,763,Malegaon,33.56,km2,https://www.google.com/search?q=Malegaon+surface+area
764,764,Sao Jose dos Campos,1.100,km2,https://www.google.com/search?q=Sao+Jose+dos+Campos+surface+area
765,765,Oshogbo,47,km2,https://www.google.com/search?q=Oshogbo+surface+area
770,770,Mangalore,132.4,km2,https://www.google.com/search?q=Mangalore+surface+area
771,771,Okayama,7.114,km2,https://www.google.com/search?q=Okayama+surface+area
772,772,Ribeirao Preto,650.916,km2,https://www.google.com/search?q=Ribeirao+Preto+surface+area
773,773,Xianyang Shaanxi,10.213,km2,https://www.google.com/search?q=Xianyang+Shaanxi+surface+area
774,774,Bunia,576,km2,https://www.google.com/search?q=Bunia+surface+area
775,775,Lviv,149,km2,https://www.google.com/search?q=Lviv+surface+area
778,778,Tongliao,58.863,km2,https://www.google.com/search?q=Tongliao+surface+area
780,780,Sialkot,19,km2,https://www.google.com/search?q=Sialkot+surface+area
782,782,Buffalo City,136,km2,https://www.google.com/search?q=Buffalo+City+surface+area
784,784,Suining Sichuan,5.326,km2,https://www.google.com/search?q=Suining+Sichuan+surface+area
788,788,Oaxaca de Juarez,85.48,km2,https://www.google.com/search?q=Oaxaca+de+Juarez+surface+area
789,789,Washington,184.666,km2,https://www.google.com/search?q=Washington+surface+area
790,790,Sargodha,155,km2,https://www.google.com/search?q=Sargodha+surface+area
791,791,Bhavnagar,108.3,km2,https://www.google.com/search?q=Bhavnagar+surface+area
792,792,Gold Coast,414.3,km2,https://www.google.com/search?q=Gold+Coast+surface+area
795,795,Florence,102.4,km2,https://www.google.com/search?q=Florence+surface+area
796,796,Jammu,167,km2,https://www.google.com/search?q=Jammu+surface+area
797,797,Yulin Shaanxi,43.578,km2,https://www.google.com/search?q=Yulin+Shaanxi+surface+area
798,798,Nanded Waghala,63.22,km2,https://www.google.com/search?q=Nanded+Waghala+surface+area
800,800,Tirupati,27.44,km2,https://www.google.com/search?q=Tirupati+surface+area
801,801,Bacoor,52.4,km2,https://www.google.com/search?q=Bacoor+surface+area
802,802,Malanje,2.422,km2,https://www.google.com/search?q=Malanje+surface+area
804,804,The Hague,98.13,km2,https://www.google.com/search?q=The+Hague+surface+area
807,807,Seville,140,km2,https://www.google.com/search?q=Seville+surface+area
808,808,Cotonou,79,km2,https://www.google.com/search?q=Cotonou+surface+area
809,809,Dongtai,3.176,km2,https://www.google.com/search?q=Dongtai+surface+area
813,813,Bali,5.780,km2,https://www.google.com/search?q=Bali+surface+area
815,815,Boston,232.1,km2,https://www.google.com/search?q=Boston+surface+area
818,818,Yuxi,15.285,km2,https://www.google.com/search?q=Yuxi+surface+area
819,819,Vientiane,3.920,km2,https://www.google.com/search?q=Vientiane+surface+area
820,820,Bristol,110,km2,https://www.google.com/search?q=Bristol+surface+area
821,821,Akure,991,km2,https://www.google.com/search?q=Akure+surface+area
825,825,Cheonan,636.2,km2,https://www.google.com/search?q=Cheonan+surface+area
826,826,Jundiai,431.2,km2,https://www.google.com/search?q=Jundiai+surface+area
827,827,Gulbarga,192,km2,https://www.google.com/search?q=Gulbarga+surface+area
829,829,Padova,92.85,km2,https://www.google.com/search?q=Padova+surface+area
830,830,Durgapur,154,km2,https://www.google.com/search?q=Durgapur+surface+area
831,831,Kurnool,69.51,km2,https://www.google.com/search?q=Kurnool+surface+area
832,832,El Paso,671.5,km2,https://www.google.com/search?q=El+Paso+surface+area
833,833,Nantes,65.19,km2,https://www.google.com/search?q=Nantes+surface+area
835,835,Zagreb,641,km2,https://www.google.com/search?q=Zagreb+surface+area
841,841,Nashville,1.362,km2,https://www.google.com/search?q=Nashville+surface+area
842,842,Genoa,243,km2,https://www.google.com/search?q=Genoa+surface+area
843,843,Ezhou,1.594,km2,https://www.google.com/search?q=Ezhou+surface+area
844,844,Santiago,641,km2,https://www.google.com/search?q=Santiago+surface+area
845,845,Mar Del Plata,79.48,km2,https://www.google.com/search?q=Mar+Del+Plata+surface+area
848,848,Lodz,293.2,km2,https://www.google.com/search?q=Lodz+surface+area
850,850,Oklahoma City,1.608,km2,https://www.google.com/search?q=Oklahoma+City+surface+area
852,852,Las Vegas,352,km2,https://www.google.com/search?q=Las+Vegas+surface+area
855,855,General Santos City,492.9,km2,https://www.google.com/search?q=General+Santos+City+surface+area
857,857,Detroit,370.1,km2,https://www.google.com/search?q=Detroit+surface+area
858,858,Manama,30,km2,https://www.google.com/search?q=Manama+surface+area
862,862,Portland,375.5,km2,https://www.google.com/search?q=Portland+surface+area
863,863,Sokoto,25.973,km2,https://www.google.com/search?q=Sokoto+surface+area
865,865,Macao,115.3,km2,https://www.google.com/search?q=Macao+surface+area
868,868,Zhoushan,1.378,km2,https://www.google.com/search?q=Zhoushan+surface+area
874,874,Jhansi,160,km2,https://www.google.com/search?q=Jhansi+surface+area
877,877,Memphis,789,km2,https://www.google.com/search?q=Memphis+surface+area
879,879,As-Suways,250.4,km2,https://www.google.com/search?q=As-Suways+surface+area
881,881,Doha,132,km2,https://www.google.com/search?q=Doha+surface+area
885,885,Chiclayo,174.5,km2,https://www.google.com/search?q=Chiclayo+surface+area
886,886,Wuhai,1.754,km2,https://www.google.com/search?q=Wuhai+surface+area
889,889,Be'er Sheva,117.5,km2,https://www.google.com/search?q=Be'er+Sheva+surface+area
890,890,Durango,10.041,km2,https://www.google.com/search?q=Durango+surface+area
891,891,Bokaro Steel City,183,km2,https://www.google.com/search?q=Bokaro+Steel+City+surface+area
892,892,Wroclaw,292.8,km2,https://www.google.com/search?q=Wroclaw+surface+area
893,893,Irkutsk,280,km2,https://www.google.com/search?q=Irkutsk+surface+area
894,894,Barnaul,321,km2,https://www.google.com/search?q=Barnaul+surface+area
895,895,Nay Pyi Taw,7.054,km2,https://www.google.com/search?q=Nay+Pyi+Taw+surface+area
896,896,Bulawayo,1.707,km2,https://www.google.com/search?q=Bulawayo+surface+area
898,898,Venezia,414.6,km2,https://www.google.com/search?q=Venezia+surface+area
899,899,Jambi,205.4,km2,https://www.google.com/search?q=Jambi+surface+area
901,901,Khabarovsk,383,km2,https://www.google.com/search?q=Khabarovsk+surface+area
903,903,Duesseldorf,217.4,km2,https://www.google.com/search?q=Duesseldorf+surface+area
904,904,Belfast,115,km2,https://www.google.com/search?q=Belfast+surface+area
906,906,Stuttgart,207.4,km2,https://www.google.com/search?q=Stuttgart+surface+area
910,910,Riga,304,km2,https://www.google.com/search?q=Riga+surface+area
911,911,Bandar Abbas,27.316,km2,https://www.google.com/search?q=Bandar+Abbas+surface+area
912,912,Kolhapur,66.82,km2,https://www.google.com/search?q=Kolhapur+surface+area
913,913,Bacolod,161.4,km2,https://www.google.com/search?q=Bacolod+surface+area
915,915,Ulyanovsk,622.5,km2,https://www.google.com/search?q=Ulyanovsk+surface+area
917,917,Al-Ain,15.100,km2,https://www.google.com/search?q=Al-Ain+surface+area
918,918,Bari,117,km2,https://www.google.com/search?q=Bari+surface+area
919,919,Yulin Guangxi,12.828,km2,https://www.google.com/search?q=Yulin+Guangxi+surface+area
920,920,Ajmer,8.481,km2,https://www.google.com/search?q=Ajmer+surface+area
921,921,Kuching,450,km2,https://www.google.com/search?q=Kuching+surface+area
922,922,Bissau,77,km2,https://www.google.com/search?q=Bissau+surface+area
924,924,Geneva,15.93,km2,https://www.google.com/search?q=Geneva+surface+area
926,926,Anshun,9.269,km2,https://www.google.com/search?q=Anshun+surface+area
927,927,Colombo,37.31,km2,https://www.google.com/search?q=Colombo+surface+area
930,930,Ujjain,151.8,km2,https://www.google.com/search?q=Ujjain+surface+area
931,931,Gothenburg,447.8,km2,https://www.google.com/search?q=Gothenburg+surface+area
933,933,Patiala,155.4,km2,https://www.google.com/search?q=Patiala+surface+area
934,934,Zahedan,55.7,km2,https://www.google.com/search?q=Zahedan+surface+area
935,935,Bilaspur,205,km2,https://www.google.com/search?q=Bilaspur+surface+area
936,936,Louisville,1.030,km2,https://www.google.com/search?q=Louisville+surface+area
937,937,San Jose del Monte,165.1,km2,https://www.google.com/search?q=San+Jose+del+Monte+surface+area
940,940,Yaroslavl,205,km2,https://www.google.com/search?q=Yaroslavl+surface+area
941,941,Brighton,82.79,km2,https://www.google.com/search?q=Brighton+surface+area
942,942,Feira De Santana,1.304,km2,https://www.google.com/search?q=Feira+De+Santana+surface+area
943,943,Vladivostok,331.2,km2,https://www.google.com/search?q=Vladivostok+surface+area
944,944,Comilla,3.087,km2,https://www.google.com/search?q=Comilla+surface+area
948,948,Calabar,406,km2,https://www.google.com/search?q=Calabar+surface+area
949,949,Mathura,39,km2,https://www.google.com/search?q=Mathura+surface+area
952,952,Skopje,571.5,km2,https://www.google.com/search?q=Skopje+surface+area
954,954,Tomsk,297.2,km2,https://www.google.com/search?q=Tomsk+surface+area
959,959,Leipzig,297.6,km2,https://www.google.com/search?q=Leipzig+surface+area
960,960,Agartala,76.51,km2,https://www.google.com/search?q=Agartala+surface+area
965,965,Mbeya,35.954,km2,https://www.google.com/search?q=Mbeya+surface+area
967,967,Kingston,450.4,km2,https://www.google.com/search?q=Kingston+surface+area
968,968,Sangli,118.2,km2,https://www.google.com/search?q=Sangli+surface+area
970,970,Samarkand,120,km2,https://www.google.com/search?q=Samarkand+surface+area
971,971,Malaga,398,km2,https://www.google.com/search?q=Malaga+surface+area
972,972,Ibague,1.439,km2,https://www.google.com/search?q=Ibague+surface+area
973,973,Dortmund,280.7,km2,https://www.google.com/search?q=Dortmund+surface+area
974,974,Kagoshima,547.6,km2,https://www.google.com/search?q=Kagoshima+surface+area
975,975,Cabimas,157,km2,https://www.google.com/search?q=Cabimas+surface+area
977,977,Milwaukee,250.7,km2,https://www.google.com/search?q=Milwaukee+surface+area
979,979,Samut Sakhon,10.33,km2,https://www.google.com/search?q=Samut+Sakhon+surface+area
981,981,Beira,633,km2,https://www.google.com/search?q=Beira+surface+area
985,985,Djibouti,23.200,km2,https://www.google.com/search?q=Djibouti+surface+area
986,986,Essen,210.3,km2,https://www.google.com/search?q=Essen+surface+area
988,988,Dresden,328.8,km2,https://www.google.com/search?q=Dresden+surface+area
990,990,Bouake,71.79,km2,https://www.google.com/search?q=Bouake+surface+area
992,992,Udaipur,37,km2,https://www.google.com/search?q=Udaipur+surface+area
994,994,Vellore,87.92,km2,https://www.google.com/search?q=Vellore+surface+area
997,997,Thoothukkudi,353,km2,https://www.google.com/search?q=Thoothukkudi+surface+area
998,998,Bloemfontein,236.2,km2,https://www.google.com/search?q=Bloemfontein+surface+area
1000,1000,Udon Thani,47.7,km2,https://www.google.com/search?q=Udon+Thani+surface+area
1002,1002,Jalgaon,68.24,km2,https://www.google.com/search?q=Jalgaon+surface+area
1004,1004,Zaoyang,3.277,km2,https://www.google.com/search?q=Zaoyang+surface+area
1005,1005,Yiyang Hunan,12.144,km2,https://www.google.com/search?q=Yiyang+Hunan+surface+area
1007,1007,Baltimore,239,km2,https://www.google.com/search?q=Baltimore+surface+area
1013,1013,Kitchener,136.9,km2,https://www.google.com/search?q=Kitchener+surface+area
1014,1014,Poza Rica de Hidalgo,64,km2,https://www.google.com/search?q=Poza+Rica+de+Hidalgo+surface+area
1015,1015,Oujda,96.4,km2,https://www.google.com/search?q=Oujda+surface+area
1018,1018,Orenburg,259,km2,https://www.google.com/search?q=Orenburg+surface+area
1021,1021,Kemerovo,294.8,km2,https://www.google.com/search?q=Kemerovo+surface+area
1022,1022,Bremen,326.7,km2,https://www.google.com/search?q=Bremen+surface+area
1023,1023,Karbala,43.7,km2,https://www.google.com/search?q=Karbala+surface+area
1028,1028,Kota Kinabalu,352.2,km2,https://www.google.com/search?q=Kota+Kinabalu+surface+area
1029,1029,Basel,23.91,km2,https://www.google.com/search?q=Basel+surface+area
1030,1030,Gomel,139.8,km2,https://www.google.com/search?q=Gomel+surface+area
1031,1031,Albuquerque,489.2,km2,https://www.google.com/search?q=Albuquerque+surface+area
1034,1034,Meknes,370,km2,https://www.google.com/search?q=Meknes+surface+area
1035,1035,Panipat,1.268,km2,https://www.google.com/search?q=Panipat+surface+area
1037,1037,Irbid,410,km2,https://www.google.com/search?q=Irbid+surface+area
1040,1040,Chiang Rai,60.85,km2,https://www.google.com/search?q=Chiang+Rai+surface+area
1042,1042,Leicester,73.3,km2,https://www.google.com/search?q=Leicester+surface+area
1046,1046,Tucson,587.2,km2,https://www.google.com/search?q=Tucson+surface+area
1047,1047,Imus,171.7,km2,https://www.google.com/search?q=Imus+surface+area
1048,1048,Villavicencio,1.338,km2,https://www.google.com/search?q=Villavicencio+surface+area
1049,1049,Sakarya,650,km2,https://www.google.com/search?q=Sakarya+surface+area
1052,1052,Utrecht,99.21,km2,https://www.google.com/search?q=Utrecht+surface+area
1055,1055,Larkana,82,km2,https://www.google.com/search?q=Larkana+surface+area
1056,1056,Basilan City,1.234,km2,https://www.google.com/search?q=Basilan+City+surface+area
1060,1060,Hamhung,330,km2,https://www.google.com/search?q=Hamhung+surface+area
1063,1063,Port of Spain,12,km2,https://www.google.com/search?q=Port+of+Spain+surface+area
1064,1064,Kerman,238.8,km2,https://www.google.com/search?q=Kerman+surface+area
1065,1065,Abeokuta,879,km2,https://www.google.com/search?q=Abeokuta+surface+area
1066,1066,Mekele,24.44,km2,https://www.google.com/search?q=Mekele+surface+area
1068,1068,Edinburgh,264,km2,https://www.google.com/search?q=Edinburgh+surface+area
1070,1070,San Juan,199.4,km2,https://www.google.com/search?q=San+Juan+surface+area
1071,1071,Ryazan,224.2,km2,https://www.google.com/search?q=Ryazan+surface+area
1072,1072,Vilnius,401,km2,https://www.google.com/search?q=Vilnius+surface+area
1074,1074,Calamba,144.8,km2,https://www.google.com/search?q=Calamba+surface+area
1076,1076,Hannover,204,km2,https://www.google.com/search?q=Hannover+surface+area
1077,1077,Fresno,300.4,km2,https://www.google.com/search?q=Fresno+surface+area
1085,1085,Astrakhan,208.7,km2,https://www.google.com/search?q=Astrakhan+surface+area
1088,1088,Bellary,89.95,km2,https://www.google.com/search?q=Bellary+surface+area
1090,1090,Pietermaritzburg,126.2,km2,https://www.google.com/search?q=Pietermaritzburg+surface+area
1091,1091,Rustenburg,3.423,km2,https://www.google.com/search?q=Rustenburg+surface+area
1097,1097,Sheikhupura,75,km2,https://www.google.com/search?q=Sheikhupura+surface+area
1099,1099,Grenoble,18.13,km2,https://www.google.com/search?q=Grenoble+surface+area
1102,1102,Angeles City,60.27,km2,https://www.google.com/search?q=Angeles+City+surface+area
1103,1103,Gombe,35,km2,https://www.google.com/search?q=Gombe+surface+area
1105,1105,Poznan,261.8,km2,https://www.google.com/search?q=Poznan+surface+area
1111,1111,Kikwit,92,km2,https://www.google.com/search?q=Kikwit+surface+area
1114,1114,Cuautla Morelos,153.7,km2,https://www.google.com/search?q=Cuautla+Morelos+surface+area
1116,1116,Kalasin,16.96,km2,https://www.google.com/search?q=Kalasin+surface+area
1118,1118,Atlanta,353,km2,https://www.google.com/search?q=Atlanta+surface+area
1123,1123,Rupganj,248,km2,https://www.google.com/search?q=Rupganj+surface+area
1124,1124,Penza,304.6,km2,https://www.google.com/search?q=Penza+surface+area
1127,1127,Porto Velho,34.091,km2,https://www.google.com/search?q=Porto+Velho+surface+area
1130,1130,Chuxiong,4.482,km2,https://www.google.com/search?q=Chuxiong+surface+area
1132,1132,Duisburg,232.8,km2,https://www.google.com/search?q=Duisburg+surface+area
1134,1134,Muzaffarpur,28.68,km2,https://www.google.com/search?q=Muzaffarpur+surface+area
1138,1138,Changge,650,km2,https://www.google.com/search?q=Changge+surface+area
1140,1140,Kuantan,324,km2,https://www.google.com/search?q=Kuantan+surface+area
1143,1143,Kandahar,273.4,km2,https://www.google.com/search?q=Kandahar+surface+area
1144,1144,Nurenberg,186.5,km2,https://www.google.com/search?q=Nurenberg+surface+area
1145,1145,London CA,420.6,km2,https://www.google.com/search?q=London+CA+surface+area
1147,1147,Bournemouth,46.18,km2,https://www.google.com/search?q=Bournemouth+surface+area
1149,1149,Khon-Kaen,46,km2,https://www.google.com/search?q=Khon-Kaen+surface+area
1150,1150,Cheboksary,251,km2,https://www.google.com/search?q=Cheboksary+surface+area
1154,1154,Lipetsk,330.2,km2,https://www.google.com/search?q=Lipetsk+surface+area
1157,1157,Arusha,37.576,km2,https://www.google.com/search?q=Arusha+surface+area
1158,1158,Murcia,881.9,km2,https://www.google.com/search?q=Murcia+surface+area
1161,1161,Tirana,41.8,km2,https://www.google.com/search?q=Tirana+surface+area
1162,1162,Surat Thani,12.891,km2,https://www.google.com/search?q=Surat+Thani+surface+area
1163,1163,Kansas City,826.3,km2,https://www.google.com/search?q=Kansas+City+surface+area
