city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Changchun,45,PM2.5,10,6,13,26,519,19,0,0,0,0
Xinbei,71,PM2.5,14,2,22,55,203,48,5,19,0,0
Shantou,66,PM2.5,15,5,19,28,367,14,0,0,0,0
Hefei,128,PM2.5,3,3,41,139,614,55,0,0,0,0
Rome,75,PM2.5,8,1,27,27,298,25,6,16,1,0
Ningbo,84,PM2.5,2,9,27,69,690,20,0,0,0,0
Tel Aviv,82,PM2.5,15,1,25,67,560,27,27,43,2,0
Montreal,40,PM2.5,22,0,11,28,233,23,1,5,0,0
Shijiazhuang,138,PM2.5,3,4,56,124,1058,54,0,0,0,0
Recife,63,PM2.5,18,1,18,60,93,12,0,0,0,0
Porto Alegre,71,PM2.5,11,1,24,37,141,27,0,0,0,0
Fortaleza,66,PM2.5,17,0,19,37,86,10,0,0,0,0
Medellin,90,PM2.5,13,1,32,41,325,37,0,0,0,0
Jaipur,81,PM2.5,0,0,14,48,68,11,2,10,0,0
Los Angeles,52,PM2.5,39,0,10,52,278,35,2,22,0,0
Taiyuan Shanxi,78,PM2.5,31,3,23,49,273,26,6,15,0,0
Nanning,61,PM2.5,17,3,14,20,431,16,0,0,0,0
Ekurhuleni,82,PM2.5,9,7,29,70,1000,38,27,51,1,0
Salvador,57,PM2.5,16,0,15,31,129,17,0,0,0,0
Casablanca,42,PM2.5,29,2,11,20,131,7,0,0,0,0
Douala,42,PM2.5,29,2,11,20,131,7,0,0,0,0
Xiamen,64,PM2.5,35,4,15,22,402,11,0,0,0,0
Lucknow,242,PM2.5,9,3,174,319,1322,58,56,102,6,0
Fuzhou Fujian,81,PM2.5,14,2,25,89,192,46,4,19,0,0
Changzhou,147,PM2.5,5,8,68,168,1019,51,0,0,0,0
Kozhikode,73,PM2.5,4,2,19,60,306,8,26,28,0,0
Curitiba,65,PM2.5,40,1,20,31,146,10,0,0,0,0
Wenzhou,44,PM2.5,27,0,10,11,224,24,11,27,0,0
Nanchang,87,PM2.5,0,5,29,102,619,40,0,0,0,0
Malappuram,67,PM2.5,4,2,18,36,332,8,18,30,0,0
Berlin,82,PM2.5,5,1,25,29,240,17,5,17,1,0
Tangshan Hebei,82,PM2.5,5,1,25,29,240,17,5,17,1,0
Faisalabad,177,PM2.5,9,8,115,168,1362,31,0,0,0,0
Bekasi,71,PM2.5,32,4,25,66,998,53,0,0,0,0
Kampala,164,PM2.5,23,1,66,66,818,3,0,0,0,0
Busan,39,O3,36,3,8,11,295,20,0,3,0,0
Guiyang,76,PM2.5,12,7,23,42,282,19,0,0,0,0
Campinas,74,PM2.5,31,1,32,32,474,28,0,0,3,0
Wuxi,29,O3,29,1,4,11,294,7,0,8,0,0
Puebla,55,PM2.5,23,0,16,20,296,30,0,0,0,0
Thrissur,71,PM2.5,8,0,27,45,229,24,10,33,0,0
Kochi,78,PM2.5,4,2,35,53,839,12,36,48,0,0
Kuwait City,102,PM2.5,27,9,29,110,192,8,0,0,0,0
Durban,68,PM2.5,20,6,15,52,77,12,0,0,0,0
Lanzhou,119,PM2.5,3,12,44,139,1404,47,0,0,0,0
Kanpur,194,PM2.5,3,3,127,228,2602,30,128,135,654,0
Athens,77,PM2.5,10,1,24,44,433,31,0,0,3,0
Milan,86,PM2.5,1,1,30,43,1391,54,0,17,3,0
Indore,164,PM2.5,23,6,64,138,322,13,5,18,2,0
Guayaquil,39,PM2.5,25,2,8,15,99,3,0,0,0,0
Izmir,135,PM2.5,6,3,48,57,946,42,0,0,0,0
Kiev,72,PM2.5,14,1,21,46,167,33,0,0,0,0
Surabaya,74,PM2.5,45,14,25,36,674,20,0,0,0,0
Lisbon,80,PM2.5,8,1,25,31,267,27,0,0,0,0
Caracas,43,PM2.5,8,9,10,14,255,17,0,0,0,0
Zhongshan,72,PM2.5,13,2,21,73,241,52,16,27,0,0
Nagpur,102,PM2.5,26,0,31,71,576,41,6,31,0,0
Shizuoka,51,PM2.5,31,1,14,32,260,37,1,5,0,63
Dubai,113,PM2.5,29,5,42,76,272,39,0,0,0,0
Coimbatore,70,PM2.5,0,5,22,48,534,44,0,60,0,0
Depok,75,PM2.5,29,3,28,58,1085,35,0,0,0,0
Handan,119,PM2.5,2,10,43,118,1922,31,0,0,0,0
Incheon,68,PM2.5,26,4,22,40,690,35,0,0,0,0
Cali,56,PM2.5,10,0,16,23,159,24,0,0,0,0
Huaian,147,PM2.5,5,5,62,134,437,53,0,0,0,0
Manchester,27,O3,28,0,2,9,262,9,1,12,0,0
Goiania,90,PM2.5,16,1,34,55,558,34,0,0,0,0
Weifang,125,PM2.5,6,3,57,126,603,49,0,0,0,0
Taibei,66,PM2.5,12,2,21,56,205,44,9,27,0,0
Thiruvananthapuram,48,PM2.5,7,2,13,44,341,20,1,9,2,0
Zibo,34,PM2.5,21,0,9,27,219,24,1,5,0,0
Chicago,55,PM2.5,18,1,16,55,269,42,0,0,0,0
Sapporo,46,PM2.5,29,0,14,27,490,46,12,26,0,31
Pretoria,105,PM2.5,20,28,47,119,1074,33,8,11,1,0
Shaoxing,77,PM2.5,3,3,26,78,784,17,0,0,0,0
Birmingham,44,PM2.5,13,2,10,12,236,18,13,35,0,0
Yantai,92,PM2.5,6,6,35,62,713,31,0,0,0,0
Bandung,74,PM2.5,42,0,25,62,1208,28,0,0,0,0
Vancouver,35,PM2.5,21,0,9,30,167,21,1,2,0,0
Huizhou,59,PM2.5,28,5,17,51,437,11,0,0,0,0
Toluca de Lerdo,67,PM2.5,26,1,22,31,681,37,0,0,0,0
Patna,234,PM10,57,6,147,381,552,73,33,82,3,0
Luoyang,157,PM2.5,1,2,74,162,938,48,0,0,0,0
Bhopal,162,PM2.5,40,14,84,158,675,21,1,11,0,0
San Juan,24,O3,17,0,4,9,77,0,0,0,0,0
Brisbane,40,PM2.5,23,1,9,35,65,28,0,0,0,0
Tangerang,79,PM2.5,20,4,28,51,745,27,0,0,0,0
Baku,43,PM2.5,30,1,10,16,138,3,0,0,0,0
Medan,105,PM2.5,34,2,40,63,805,37,0,0,0,0
Belem,52,PM2.5,16,0,12,23,111,12,0,0,0,0
Sendai,45,NO2,29,0,10,27,299,48,10,26,0,51
Houston,95,PM10,37,0,16,135,386,36,0,18,0,0
Manaus,58,PM2.5,9,2,16,43,185,21,0,0,0,0
Barranquilla,53,PM2.5,37,1,9,14,147,4,0,0,0,0
Maracaibo,55,PM2.5,25,6,14,23,235,12,0,0,0,0
Gujranwala,179,PM2.5,17,6,109,167,982,14,5,28,1,0
Rawalpindi,104,PM2.5,2,5,35,73,1688,25,17,36,0,0
Peshawar,139,PM2.5,4,1,51,79,1797,24,0,0,0,0
Taoyuan,48,PM2.5,34,4,13,32,267,7,5,13,0,0
Agra,500,PM10,5,11,211,645,3858,13,54,95,2,0
Hohhot,142,PM2.5,3,6,57,130,1111,51,0,0,0,0
Baotou,106,PM2.5,2,5,34,136,1294,36,0,0,0,0
Kannur,130,PM2.5,8,0,45,70,768,22,7,22,0,0
Liuzhou,27,O3,27,1,3,10,195,11,7,22,0,0
Visakhapatnam,56,PM2.5,8,6,15,29,437,10,5,15,1,0
Xuzhou,91,PM2.5,23,3,38,79,226,28,4,12,0,0
Daegu,53,PM2.5,32,2,18,58,370,48,0,3,0,0
Naples,64,PM2.5,13,2,15,15,327,16,0,0,0,0
Amman,60,PM2.5,33,2,16,40,277,13,1,25,1,0
Tijuana,69,PM2.5,33,0,21,24,303,33,3,16,0,0
Nashik,123,PM2.5,2,0,34,78,524,30,2,12,1,0
Grande Vitoria,16,O3,19,1,2,4,254,10,4,13,1,0
Vijayawada,29,PM2.5,4,5,6,20,437,5,2,6,0,0
Brussels,86,PM2.5,1,1,30,59,634,16,60,0,1,0
Mecca,96,PM2.5,0,44,38,85,186,47,0,0,0,0
Hiroshima,29,O3,24,0,6,6,436,21,14,35,0,50
Perth,33,PM2.5,17,1,9,19,70,25,0,0,0,0
Multan,171,PM2.5,7,17,103,154,540,13,0,0,0,0
Yangzhou,147,PM2.5,3,6,61,149,1148,60,0,0,0,0
Minsk,23,O3,28,1,6,7,132,2,0,0,0,0
Bursa,159,PM2.5,9,3,45,73,1665,22,0,0,0,0
Baoding,56,PM2.5,16,0,16,41,506,24,0,17,0,0
Putian,25,O3,30,0,3,4,78,0,0,0,0,0
Taizhou Zhejiang,25,O3,30,0,3,4,78,0,0,0,0,0
Vienna,66,PM2.5,9,2,19,23,292,17,2,18,1,0
Kollam,98,PM2.5,3,1,35,41,856,14,8,36,1,0
Valencia,69,PM2.5,5,1,21,24,261,31,6,29,1,0
Rajkot,152,PM2.5,22,2,64,120,518,21,0,0,0,0
Haikou,58,PM2.5,23,3,19,37,496,7,0,0,0,0
Baixada Santista,90,PM10,16,1,19,125,535,46,0,0,2,0
Yancheng Jiangsu,96,PM2.5,22,2,36,82,547,37,15,27,0,0
Daqing,54,PM2.5,16,5,16,20,391,14,0,0,0,0
Rabat,33,PM2.5,34,4,9,16,124,4,0,0,0,0
West Yorkshire,70,PM2.5,17,1,21,21,177,16,1,6,0,0
Semarang,125,PM2.5,39,0,45,74,693,40,0,0,0,0
Quito,25,O3,22,0,5,8,356,17,0,0,0,0
Hyderabad,134,PM2.5,5,2,48,122,533,41,12,28,2,0
Ludhiana,228,PM2.5,6,3,173,279,830,39,26,69,2,0
La Paz,38,O3,38,0,5,12,106,2,0,0,0,0
Lianyungang,98,PM2.5,18,17,25,60,331,46,0,0,0,0
Davao City,73,PM2.5,29,0,23,30,99,7,0,0,0,0
Leon de los Aldamas,43,O3,42,1,8,13,141,4,0,0,0,0
Zhuhai,76,PM2.5,19,0,24,43,447,25,2,17,0,775
Turin,84,PM2.5,3,3,24,30,798,32,0,4,2,0
Bucharest,70,PM2.5,10,3,22,23,219,30,4,0,1,0
Adana,163,PM2.5,10,4,77,119,668,30,0,0,0,0
Warsaw,93,PM2.5,2,1,35,40,389,21,0,48,1,0
Hamburg,77,PM2.5,18,2,29,30,181,24,3,22,0,0
Datong,56,PM2.5,24,1,15,26,286,14,3,15,0,0
Budapest,86,PM2.5,4,2,33,46,261,34,0,47,1,0
Madurai,95,PM2.5,13,3,33,41,1622,18,2,20,0,0
Quanzhou,77,PM2.5,11,3,23,45,524,12,1,10,0,0
Palembang,79,PM2.5,15,1,23,45,213,24,0,0,0,0
Santa Cruz,49,PM2.5,28,0,12,35,291,43,3,12,0,0
Gaziantep,157,PM2.5,13,9,65,88,1424,32,0,0,0,0
Sharjah,105,PM2.5,20,6,31,49,304,34,0,0,0,0
Phoenix,64,PM10,14,1,16,96,307,44,5,0,0,0
Lyon,87,PM2.5,4,1,30,35,235,25,0,0,0,0
Meerut,228,PM2.5,16,2,147,267,1270,45,27,55,1,0
Jiangmen,67,PM2.5,20,4,17,59,433,21,0,0,0,0
Can Tho,99,PM2.5,44,3,29,40,404,5,0,0,0,0
Raipur,146,PM2.5,5,11,45,92,476,17,7,24,0,0
Varanasi,167,PM2.5,2,5,73,171,1103,33,24,88,0,0
Xiangyang,107,PM2.5,15,7,40,68,605,21,0,0,0,0
Glasgow,30,O3,32,0,2,6,124,1,1,2,0,0
Shiraz,47,PM2.5,26,0,15,30,243,18,13,30,0,0
La Laguna,17,O3,19,0,5,7,94,5,0,0,0,0
Cixi,118,PM2.5,2,6,45,98,1487,26,0,0,0,0
Stockholm,65,PM2.5,21,0,21,22,401,23,0,0,0,0
Anshan,40,PM10,29,0,6,46,212,15,2,0,0,0
Auckland,44,PM2.5,20,1,10,25,60,12,0,0,0,0
Jamshedpur,177,PM2.5,12,19,107,121,1230,18,4,41,2,0
Yinchuan,128,PM2.5,2,4,47,146,1473,36,0,0,0,0
Jilin,43,PM2.5,23,3,13,26,542,9,0,0,0,0
Srinagar,80,PM2.5,28,1,30,44,429,13,0,0,0,0
Batam,73,PM2.5,23,11,28,35,363,23,0,0,0,0
Ulaanbaatar,159,PM2.5,25,25,47,51,268,20,0,0,0,0
Marseille,65,PM2.5,35,0,19,24,139,21,0,0,0,0
Makassar,57,PM2.5,30,1,22,37,226,14,0,0,0,0
Yichang,91,PM2.5,5,2,28,56,508,11,0,0,0,0
Aurangabad,132,PM2.5,9,15,52,56,722,9,2,6,5,0
Qinhuangdao,147,PM2.5,15,3,60,111,357,11,11,22,3,0
Philadelphia,68,PM2.5,28,1,23,27,288,32,0,7,0,0
Cordoba,23,PM2.5,12,0,6,8,111,2,0,0,0,0
Qiqihaer,24,O3,24,7,4,14,293,7,0,0,0,0
Xining,47,PM2.5,7,0,12,16,191,11,0,0,0,0
Karaj,25,O3,26,0,4,6,143,7,5,16,0,0
San Antonio,53,PM2.5,46,0,15,58,142,38,0,6,0,0
Calgary,31,PM2.5,23,0,7,29,428,24,0,11,0,0
Hengyang,83,PM2.5,2,6,25,79,704,19,0,0,0,0
Daejon,35,O3,37,0,1,8,117,0,0,1,0,0
Monrovia,49,PM2.5,35,0,12,40,276,31,2,19,0,0
Tiruppur,51,PM2.5,0,4,13,21,512,29,1,56,0,0
Rosario,64,PM2.5,12,2,20,34,197,18,0,0,0,0
Munich,48,PM2.5,2,1,11,15,226,7,8,0,0,0
Gaoxiong,104,PM2.5,16,2,35,74,748,41,24,34,0,0
Ciudad Juarez,114,O3,53,4,12,18,179,15,0,0,0,0
Anyang,115,PM2.5,2,4,47,82,1840,24,0,0,0,0
Kananga,68,PM2.5,27,1,25,32,83,29,0,0,0,0
Gwangju,49,PM2.5,29,3,13,16,523,22,0,0,0,0
Suqian,97,PM2.5,10,4,33,88,508,25,0,0,0,0
Jining Shandong,86,PM2.5,20,1,20,57,309,45,3,18,0,0
Medina,168,PM10,35,2,52,286,126,2,0,0,0,0
Yekaterinburg,52,PM2.5,32,1,11,31,122,24,0,0,0,0
Abu Dhabi,52,PM2.5,32,1,11,31,122,24,0,0,0,0
Jodhpur,159,PM2.5,6,5,93,281,1016,40,139,194,11,0
Grande Sao Luis,37,PM2.5,20,1,9,13,93,3,0,0,0,0
Edmonton,43,PM2.5,9,0,11,28,393,21,5,13,1,0
Natal,66,PM2.5,17,0,19,45,85,14,0,0,0,0
Ranchi,163,PM2.5,17,11,88,88,237,15,0,48,0,0
Kathmandu,163,PM2.5,7,3,72,235,1206,12,12,25,3,0
Jabalpur,170,PM2.5,6,8,89,138,768,25,3,28,0,0
Zhangjiakou,76,PM2.5,16,3,24,85,689,14,0,0,0,0
Huainan,37,PM2.5,26,0,9,30,142,36,5,16,0,0
Asansol,155,PM2.5,32,5,69,151,795,18,11,48,5,0
Chaozhou,110,PM2.5,20,2,40,86,302,21,8,13,0,0
Kota,170,PM2.5,4,4,82,133,690,20,10,30,3,0
San Diego,49,PM2.5,35,0,12,32,404,27,8,22,0,0
Kharkiv,85,PM2.5,16,2,29,40,184,25,0,0,0,0
San Jose,47,PM2.5,26,0,12,21,282,21,2,11,0,0
Chon Buri,77,PM2.5,12,13,40,47,642,27,0,0,0,0
Allahabad,190,PM2.5,3,5,130,207,1987,39,24,52,0,0
Gwalior,180,PM2.5,4,3,126,126,363,2,2,4,0,0
Ottawa,45,PM2.5,24,0,11,20,175,15,0,0,0,0
Zurich,48,PM2.5,9,0,12,14,139,8,8,8,0,0
Belgrade,91,PM2.5,5,10,34,39,391,18,0,0,0,0
Amritsar,163,PM2.5,16,4,68,158,463,21,5,28,1,0
Joao Pessoa,39,PM2.5,18,0,9,17,82,0,0,0,0,0
Yiwu,40,PM2.5,27,0,9,45,160,22,3,13,0,0
Queretaro,68,PM2.5,56,7,21,57,1077,10,0,0,0,0
Taian Shandong,76,PM2.5,28,3,26,52,267,42,10,21,0,0
Copenhagen,62,PM2.5,24,0,19,25,163,17,11,16,0,0
Konya,173,PM2.5,3,17,97,109,1825,36,0,0,0,0
Bucaramanga,52,PM2.5,13,0,14,20,440,18,0,0,0,0
Dhanbad,159,PM2.5,9,5,74,74,22,1,0,46,0,0
Weihai,69,PM2.5,11,5,21,56,607,27,0,0,0,0
Dallas,53,PM2.5,36,0,13,48,202,22,0,8,0,0
Ganzhou,71,PM2.5,2,2,23,53,705,13,0,0,0,0
Adelaide,38,PM2.5,16,0,9,30,95,28,0,0,0,0
Hai Phong,60,PM2.5,27,8,17,23,248,6,0,0,0,0
Mombasa,51,PM2.5,15,2,13,21,93,2,0,0,0,0
Taizhong,51,PM2.5,15,2,13,21,93,2,0,0,0,0
Maceio,56,PM2.5,19,0,15,40,80,7,0,0,0,0
Suweon,42,PM2.5,34,2,11,24,517,31,0,0,0,0
Samut Prakan,85,PM2.5,11,4,27,47,749,23,0,0,0,0
Joinville,60,PM2.5,20,1,16,26,74,9,0,0,0,0
Jiaxing,119,PM2.5,4,4,42,102,881,34,0,0,0,0
Kaifeng,109,PM2.5,16,3,36,90,470,26,0,0,0,0
Helsinki,47,PM2.5,29,1,10,11,131,10,0,0,0,0
Porto,102,PM2.5,5,0,43,43,239,20,0,0,0,0
Zhanjiang,70,PM2.5,24,8,22,43,523,9,0,0,0,0
Zunyi,57,PM2.5,4,6,15,25,567,12,0,0,0,0
Rizhao,119,PM2.5,5,8,44,138,1134,32,0,0,0,0
Prague,72,PM2.5,7,1,22,42,318,43,5,31,0,0
Dongying,125,PM2.5,7,7,46,85,1252,26,0,0,0,0
Qom,67,PM2.5,26,1,16,35,292,9,2,12,1,0
Mianyang Sichuan,79,PM2.5,29,2,23,54,272,44,8,18,0,0
Nanchong,111,PM2.5,13,1,37,66,646,11,0,0,0,0
Fushun Liaoning,111,PM2.5,13,1,37,66,646,11,0,0,0,0
Antalya,86,PM2.5,10,2,28,42,239,32,0,0,0,0
Bareilly,192,PM2.5,13,20,149,231,1097,38,6,24,0,0
Sofia,38,PM2.5,17,5,8,19,598,6,2,0,0,0
Shiyan,73,PM2.5,6,4,26,55,819,20,0,0,0,0
Kazan,30,PM2.5,30,2,11,13,135,10,0,0,0,0
Ad-Dammam,152,PM2.5,38,12,55,124,171,15,0,0,0,0
Port Elizabeth,94,PM2.5,12,2,40,65,100,6,1,1,0,0
Ahvaz,40,O3,45,1,6,9,117,2,0,0,0,0
Liuan,53,PM2.5,15,1,14,19,159,8,0,0,0,0
Florianopolis,68,PM2.5,20,2,23,42,58,21,0,0,0,0
Nizhniy Novgorod,60,PM2.5,27,2,16,22,142,24,0,0,0,0
Yingkou,117,PM2.5,10,18,46,113,2423,30,0,0,0,0
Fes,30,O3,33,1,4,6,115,2,0,0,0,0
Aligarh,199,PM2.5,3,7,149,230,1593,25,35,68,2,0
Liuyang,39,PM2.5,26,0,10,23,131,24,6,16,0,0
Dublin,82,PM2.5,18,2,22,22,292,16,0,9,0,0
Maoming,54,PM2.5,6,0,12,16,227,6,14,1,0,0
Tanger,27,O3,26,2,6,11,356,6,3,9,1,0
Pekan Baru,63,PM2.5,37,1,20,29,307,2,0,0,0,0
Tengzhou,114,PM2.5,12,10,41,125,823,30,0,0,0,0
San Luis Potosi,63,PM2.5,38,5,19,38,457,25,0,0,0,0
Mysore,76,PM2.5,5,2,24,61,440,36,4,22,1,0
Chelyabinsk,40,PM2.5,30,1,8,22,128,17,0,0,0,0
Moradabad,192,PM2.5,2,5,161,247,1358,30,5,23,0,0
Barquisimeto,43,PM2.5,11,1,11,17,417,15,0,0,0,0
Durg-Bhilainagar,153,PM2.5,5,17,55,104,1494,25,14,25,0,0
Suzhou,69,PM2.5,28,1,20,41,149,36,0,0,0,0
Maracay,54,PM2.5,2,3,14,21,633,24,0,0,0,0
Zhuzhou,118,PM2.5,6,8,46,93,1330,25,0,0,0,0
Ruian,54,PM2.5,16,1,15,31,245,20,0,1,0,0
Zhenjiang Jiangsu,145,PM2.5,7,5,44,109,1126,48,0,0,0,0
Baoji,73,PM2.5,26,1,23,39,510,12,0,0,0,0
Jieyang,29,O3,31,0,8,25,221,14,7,16,0,0
Chifeng,63,PM2.5,7,6,23,53,1135,25,0,0,0,0
Bhubaneswar,151,PM2.5,29,5,55,95,381,22,0,0,0,0
Pingdingshan Henan,151,PM2.5,29,5,55,95,381,22,0,0,0,0
Puning,44,PM2.5,37,0,11,13,168,4,0,0,0,0
Mendoza,55,PM2.5,12,1,16,30,320,33,0,0,0,0
Bogor,80,PM2.5,33,1,25,50,482,30,0,0,0,0
Chiang Mai,80,PM2.5,33,1,25,50,482,30,0,0,0,0
Mwanza,80,PM2.5,0,0,0,0,0,0,0,0,0,0
Tiruchirappalli,56,PM2.5,17,4,14,23,259,5,3,28,0,0
Merida,38,O3,39,1,9,16,169,4,0,0,0,0
Benxi,32,O3,31,6,7,10,155,3,0,0,0,0
Huaibei,83,PM2.5,20,3,31,99,332,49,9,22,0,0
Jinhua,38,PM2.5,29,0,11,26,199,25,3,15,0,0
Xiangtan Hunan,48,PM2.5,36,1,13,28,252,4,3,8,0,0
Chandigarh,136,PM2.5,15,1,47,118,709,28,40,27,5,0
Jinzhou,47,PM2.5,27,0,10,17,203,23,10,26,0,0
Islamabad,98,PM2.5,1,5,37,74,1771,25,17,36,0,0
Samara,54,PM2.5,32,2,14,17,126,10,0,0,0,0
Amsterdam,54,PM2.5,5,0,12,23,319,21,1,0,0,0
Da Nang,89,PM2.5,48,1,33,63,362,31,0,0,0,0
Haifa,67,PM2.5,42,1,22,36,329,10,1,12,1,0
Guilin,79,PM2.5,15,10,30,64,604,18,0,0,0,0
Mexicali,82,PM10,11,0,31,135,575,29,24,38,0,0
Ufa,59,PM2.5,29,1,15,29,129,35,0,0,0,0
Rostov-on-Don,77,PM2.5,10,1,25,31,177,21,0,0,0,0
Hubli-Dharwad,96,PM2.5,0,2,32,75,782,19,24,26,0,0
Guwahati,118,PM2.5,8,6,53,77,226,12,3,9,0,0
Liupanshui,86,PM2.5,12,4,31,83,559,24,0,0,0,0
Quetta,54,PM2.5,31,1,16,23,401,10,0,0,0,0
Cologne,75,PM2.5,1,1,27,29,285,34,16,13,0,0
Aguascalientes,74,PM2.5,52,5,24,47,362,17,0,0,0,0
Binzhou,39,PM2.5,29,0,9,24,210,22,2,12,0,0
Salem,32,PM2.5,29,0,7,25,221,11,0,10,0,0
Bandar Lampung,186,PM2.5,4,8,111,111,535,6,1,7,0,0
Pizhou,123,PM2.5,14,6,41,93,323,56,0,0,0,0
