city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Shuozhou,25,O3,27,1,6,23,126,14,1,5,0,0
Tonghua,91,PM2.5,10,16,35,57,818,22,0,0,0,0
Essen,82,PM2.5,0,1,27,34,338,18,32,0,0,0
Toulon,82,PM2.5,0,1,27,34,338,18,32,0,0,0
Dresden,22,PM2.5,8,0,5,8,330,5,3,10,1,0
Juiz De Fora,65,PM2.5,47,4,19,28,242,9,0,0,0,0
Pereira,74,PM2.5,11,0,25,37,246,23,0,0,0,0
Udaipur,131,PM2.5,5,4,52,85,201,21,8,35,2,0
Sanmenxia,119,PM2.5,4,6,43,147,1033,26,0,0,0,0
Vellore,80,PM2.5,9,4,28,61,531,15,6,14,1,0
Dongyang,31,PM2.5,40,0,9,13,176,1,0,0,0,0
Thoothukkudi,63,PM2.5,8,3,18,18,2300,10,6,17,2,0
Bloemfontein,61,PM10,20,1,4,72,64,0,0,0,0,0
Xinyi,67,PM2.5,21,2,21,63,139,42,13,23,0,0
Udon Thani,55,PM2.5,26,1,15,26,560,10,0,0,0,0
Jalgaon,166,PM2.5,12,23,77,103,665,20,5,17,5,0
Hebi,89,PM2.5,15,5,31,109,874,19,0,0,0,0
Zaoyang,104,PM2.5,20,7,41,76,596,15,0,0,0,0
Yiyang Hunan,152,PM2.5,13,7,62,123,635,21,6,27,2,0
Gaya,239,PM2.5,4,12,262,408,2225,93,61,154,3,0
Baltimore,52,PM2.5,20,0,14,31,202,23,1,15,0,0
Tirunelveli,65,PM2.5,8,3,19,19,1813,10,6,17,2,0
Zhaodong,55,PM2.5,25,4,15,25,615,7,0,0,0,0
Dengfeng,112,PM2.5,16,5,44,106,672,23,0,0,0,0
Matamoros,40,O3,33,0,8,23,150,9,0,0,0,0
Kitchener,28,PM10,9,2,5,31,299,18,5,17,0,0
Poza Rica de Hidalgo,60,PM2.5,11,5,18,28,264,20,0,0,0,0
Oujda,31,O3,33,1,3,6,110,1,0,0,0,0
Santa Fe,28,PM2.5,12,0,7,10,141,6,0,0,0,0
Orenburg,59,PM2.5,27,1,16,50,133,23,0,0,0,0
Cangzhou,136,PM2.5,9,7,52,118,760,25,0,0,0,0
Jiaozhou,47,PM2.5,23,0,9,46,323,24,1,9,0,0
Kemerovo,47,PM2.5,23,0,9,46,323,24,1,9,0,0
Bremen,67,PM2.5,14,0,20,35,197,16,1,11,0,0
Weinan,103,PM2.5,4,10,36,148,1643,31,0,0,0,0
Anyang,120,PM2.5,9,6,44,106,1347,27,0,0,0,0
Kota Kinabalu,37,PM2.5,47,1,8,12,129,1,0,0,0,0
Basel,49,PM2.5,1,0,11,14,171,12,4,11,0,0
Gomel,51,PM2.5,13,2,13,17,162,5,0,0,0,0
Albuquerque,78,PM10,3,1,20,114,509,41,10,42,0,0
Gaozhou,72,PM2.5,25,13,21,49,716,9,0,0,0,0
Feicheng,66,PM2.5,26,1,20,29,374,20,0,9,0,0
Meknes,29,O3,32,1,4,7,111,1,0,0,0,0
Panipat,202,PM2.5,18,5,153,221,2282,23,15,29,15,0
Kahramanmaras,161,PM2.5,10,12,65,65,1539,43,0,0,0,0
Irbid,65,PM2.5,27,1,16,32,258,9,4,14,1,0
Arak,65,PM2.5,27,1,16,32,258,9,4,14,1,0
Tepic,27,O3,22,1,7,11,233,9,0,0,0,0
Chiang Rai,98,PM2.5,6,1,34,66,350,25,0,0,0,0
Guangyuan,109,PM2.5,2,1,40,60,982,14,0,0,0,0
Leicester,63,PM2.5,9,1,17,20,243,17,2,9,0,0
Tongchuan,103,PM2.5,10,23,39,81,941,28,0,0,0,0
Khamis Mushayt,51,PM2.5,38,1,11,28,95,2,0,0,0,0
Tucson,60,PM10,15,1,16,72,248,22,7,0,0,0
Imus,90,PM2.5,34,1,33,87,196,26,0,0,0,0
Villavicencio,91,PM2.5,11,1,31,31,208,9,0,0,0,0
Sakarya,67,PM2.5,13,21,18,25,798,11,0,0,0,0
Shouguang,119,PM2.5,19,5,39,93,532,20,0,0,0,0
Utrecht,72,PM2.5,5,0,21,25,363,18,3,0,0,0
Rajahmundry,57,PM2.5,12,4,17,40,834,9,2,12,1,0
Larkana,173,PM2.5,25,4,106,155,631,10,0,0,0,0
Basilan City,39,PM2.5,32,0,10,15,102,0,0,0,0,0
Valledupar,57,PM2.5,20,0,14,22,184,10,0,0,0,0
Chaoyang,116,PM2.5,8,6,45,107,1082,16,0,0,0,0
Sukkur,162,PM2.5,24,4,75,110,639,10,0,0,0,0
Rayong,69,PM2.5,26,1,23,54,317,29,0,0,0,0
Kerman,80,PM2.5,14,0,27,57,613,24,1,12,0,122
Mekele,66,PM2.5,36,0,20,32,219,1,0,0,0,0
Yongkang,92,PM2.5,31,2,33,109,285,47,6,16,0,0
Edinburgh,31,O3,32,0,3,6,153,2,0,2,0,0
Haining,31,O3,32,0,3,6,153,2,0,2,0,0
San Juan,25,PM2.5,16,0,7,17,77,0,0,0,0,0
Ryazan,49,PM2.5,21,6,12,18,156,12,0,0,0,0
Vilnius,72,PM2.5,8,4,24,33,149,14,0,14,0,0
Taishan,70,PM2.5,34,1,22,59,148,39,10,15,0,0
Calamba,29,PM2.5,26,1,8,12,138,3,0,0,0,0
Mesa,59,PM10,6,1,9,74,591,42,7,0,0,0
Hannover,54,PM2.5,11,1,13,17,237,6,2,10,0,0
Fresno,102,PM2.5,6,0,44,67,644,41,4,27,0,343
Chuzhou,105,PM2.5,12,6,35,95,350,22,0,0,0,0
Pingdu,39,PM2.5,26,0,9,25,131,23,5,14,0,0
Qingzhou,139,PM2.5,49,5,57,119,376,31,6,17,0,0
Longkou,121,PM2.5,11,5,46,118,909,26,0,0,0,0
Naberezhnye Tchelny,34,PM2.5,22,1,8,10,154,20,0,0,0,0
Astrakhan,26,PM2.5,14,0,5,7,122,10,0,0,0,0
Santa Marta,56,PM2.5,31,1,13,23,103,6,0,0,0,0
Ambon,18,PM2.5,14,0,5,8,94,0,0,0,0,0
Bellary,58,PM2.5,23,5,13,33,651,3,40,54,0,0
Pietermaritzburg,55,PM2.5,9,2,14,29,121,9,0,0,0,0
Rustenburg,46,PM10,26,0,6,48,353,7,1,8,1,0
Heyuan,86,PM2.5,21,3,28,91,315,44,8,21,0,0
Yanshi,69,PM2.5,9,0,19,22,605,34,0,0,2,0
Al-Raqqa,91,PM2.5,14,22,33,102,178,27,0,0,0,0
Surakarta,90,PM2.5,37,1,34,43,221,22,0,0,0,0
Dali,57,PM2.5,18,3,18,51,401,17,18,27,0,0
Sheikhupura,180,PM2.5,21,4,122,253,1018,29,9,38,2,0
Changning,180,PM2.5,21,4,122,253,1018,29,9,38,2,0
Grenoble,93,PM2.5,18,0,32,32,247,17,0,0,0,0
Puerto Vallarta,29,PM2.5,25,0,8,12,175,4,0,0,0,0
Balashikha,63,PM2.5,3,1,18,19,292,33,23,0,0,0
Angeles City,28,PM2.5,36,0,7,10,161,1,0,0,0,0
Hosur,114,PM2.5,8,2,44,111,583,39,3,17,1,0
Poznan,102,PM2.5,4,5,36,37,408,18,0,14,0,0
Gongyi,102,PM2.5,4,5,36,37,408,18,0,14,0,0
Van,142,PM2.5,14,6,52,52,598,17,0,0,0,0
Gaoyou,110,PM2.5,12,7,40,102,989,26,0,0,0,0
Shizuishan,124,PM2.5,19,10,42,132,699,17,0,0,0,0
Ar-Rusayfah,103,PM2.5,4,45,38,93,180,45,0,0,0,0
Vale do Aco,65,PM2.5,12,6,19,28,750,23,0,0,0,0
Cuautla Morelos,59,PM2.5,15,1,18,26,989,29,0,0,0,0
Sacramento,47,PM2.5,23,0,9,46,323,24,1,9,0,0
Kalasin,78,PM2.5,31,2,32,80,537,12,0,0,0,0
Shangyu,39,PM2.5,22,1,11,16,354,23,3,15,0,0
Atlanta,52,PM2.5,1,2,14,28,307,32,8,28,0,0
Al-Mahallah al-Kubra,125,PM2.5,10,14,50,152,217,55,0,0,0,0
Loum,32,PM2.5,30,0,7,20,199,23,2,12,0,0
Laixi,44,PM2.5,12,1,12,13,154,7,0,0,0,0
Kakinada,56,PM2.5,12,4,18,41,808,10,3,12,1,0
Rupganj,179,PM2.5,7,8,98,126,543,5,1,7,0,0
Penza,26,O3,28,2,4,6,138,4,0,0,0,0
Utsunomiya,45,PM2.5,24,0,10,40,209,38,3,14,0,90
Porto Velho,54,PM2.5,3,2,15,21,225,10,0,0,0,0
Davanagere,59,PM2.5,12,3,16,34,478,5,17,28,0,0
Qianjiang,85,PM2.5,17,5,31,75,564,19,0,0,0,0
Chuxiong,55,PM2.5,4,3,16,17,821,10,0,0,0,0
Songyuan,66,PM2.5,29,5,19,32,414,5,0,0,0,0
Duisburg,87,PM2.5,0,1,29,44,780,19,18,0,0,0
Nakhon Pathom,87,PM2.5,0,1,29,44,780,19,18,0,0,0
Muzaffarpur,272,PM2.5,4,1,226,282,1990,45,8,37,5,0
Mataram,45,PM2.5,51,0,12,17,214,1,0,0,0,0
Changge,116,PM2.5,17,7,46,100,739,21,0,0,0,0
Kirov,59,PM2.5,33,1,17,30,127,32,0,0,0,0
Kuantan,99,PM2.5,19,0,39,58,101,9,0,0,0,0
Ziyang,81,PM2.5,9,3,25,55,548,16,0,0,0,0
Xingning,68,PM2.5,18,3,23,60,613,13,0,0,0,0
Kandahar,27,O3,30,0,1,8,203,8,2,13,0,0
Nurenberg,64,PM2.5,1,1,19,28,414,14,74,0,0,0
London CA,26,O3,21,2,1,12,326,12,9,23,0,0
Bournemouth,65,PM2.5,6,1,14,25,188,7,7,21,0,0
Jinjiang,34,PM2.5,34,3,8,22,190,6,3,11,0,0
Khon-Kaen,85,PM2.5,31,2,32,79,468,8,0,0,0,0
Cheboksary,51,PM2.5,29,2,12,12,136,12,0,0,0,0
Matsuyama,50,PM2.5,28,2,13,32,297,33,6,15,0,95
Tanta,50,PM2.5,28,2,13,32,297,33,6,15,0,95
Shuangyashan,57,PM2.5,27,2,16,32,362,4,0,0,0,0
Lipetsk,151,PM2.5,16,3,59,69,224,17,0,0,0,0
Changyi,60,PM2.5,28,9,14,25,330,18,0,0,0,0
Murcia,61,PM2.5,17,2,13,24,436,5,2,7,0,0
Malatya,108,PM2.5,18,4,36,84,495,16,0,0,0,0
Guang-an,25,PM2.5,24,1,7,16,60,9,0,0,0,0
Surat Thani,73,PM2.5,15,5,25,77,300,17,0,0,0,0
Kansas City,60,PM10,34,1,11,76,340,21,0,10,0,0
Ubon Ratchathani,71,PM2.5,34,6,24,64,300,21,0,0,0,0
Jianyang,78,PM2.5,9,3,27,62,632,18,0,0,0,0
Douai-Lens,98,PM2.5,2,0,35,47,253,11,3,0,0,0
Nanping,74,PM2.5,8,2,26,43,437,9,3,13,0,0
