city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Sihui,42,O3,47,1,9,13,242,3,0,0,0,0
Abu Dhabi,60,PM2.5,48,1,17,78,124,15,0,0,0,0
Hanzhong,120,PM2.5,5,1,45,90,785,15,0,0,0,0
Jodhpur,277,PM10,6,6,173,414,2055,46,257,298,21,0
Ujjain,110,PM2.5,57,2,37,123,360,21,5,10,0,0
Grande Sao Luis,35,PM2.5,33,0,8,12,128,2,0,0,0,0
Gothenburg,61,PM2.5,13,0,13,34,138,25,0,0,0,0
Edmonton,52,PM2.5,13,1,12,28,400,31,10,22,0,0
Jinzhong,94,PM2.5,7,2,32,47,712,21,0,0,0,0
Natal,64,PM2.5,18,0,20,45,106,15,0,0,0,0
Patiala,175,PM2.5,6,2,98,218,1159,23,18334,20,3566,0
Ranchi,167,PM2.5,8,26,88,126,574,34,0,0,0,0
Kathmandu,159,PM2.5,12,3,61,74,841,7,0,0,0,0
Bilaspur,167,PM2.5,7,4,87,260,651,8,15,32,4,0
Louisville,64,PM2.5,22,0,19,39,265,24,0,0,0,0
San Jose del Monte,52,PM2.5,21,0,14,24,158,26,0,0,0,0
Jabalpur,230,PM10,10,5,94,492,874,28,1,29,0,0
Kryvyi Rih,98,PM2.5,21,4,33,34,194,10,0,0,0,0
Yaroslavl,56,PM2.5,20,2,16,17,144,16,0,0,0,0
Brighton,70,PM2.5,9,1,20,33,376,32,1,16,0,0
Feira De Santana,22,O3,20,1,5,9,106,3,0,0,0,0
Zhangjiakou,47,PM2.5,31,2,10,24,350,3,0,0,0,0
Huainan,59,PM2.5,25,0,13,48,358,22,10,26,0,0
Asansol,187,PM2.5,37,3,123,231,792,19,12,50,11,0
Comilla,184,PM2.5,1,8,104,131,853,6,1,14,0,0
Chaozhou,151,PM2.5,10,1,56,89,238,17,1,7,0,0
Tlaxcala,71,O3,55,2,7,9,179,3,0,0,0,0
Kota,174,PM2.5,4,4,74,126,1030,25,17,35,4,0
Siping,65,PM2.5,1,2,18,69,606,27,0,0,0,0
Sanhe,71,PM2.5,24,0,20,47,364,26,11,27,0,0
Mathura,263,PM2.5,3,3,235,325,2396,24,26,75,0,0
Xinmi,94,PM2.5,6,7,33,85,761,26,0,0,0,0
San Diego,42,PM2.5,33,0,10,31,123,26,9,25,0,0
Skopje,98,PM2.5,16,4,36,43,461,8,0,0,0,0
Makhachkala,37,PM2.5,26,0,10,23,126,11,0,0,0,0
Kharkiv,96,PM2.5,13,10,34,50,228,26,0,0,0,0
Jingjiang,111,PM2.5,2,5,37,121,1529,35,0,0,0,0
San Jose,48,PM2.5,28,0,11,36,393,22,6,18,0,0
Shishi,68,PM2.5,25,3,19,36,428,13,0,10,0,0
Chon Buri,154,PM2.5,23,5,57,66,663,24,0,0,0,0
Fuqing,56,PM2.5,20,2,16,36,130,14,1,8,0,0
Allahabad,190,PM2.5,3,6,141,218,1924,53,42,86,74,0
Sanliurfa,108,PM2.5,20,11,40,40,852,18,0,0,0,0
Leipzig,53,PM2.5,7,0,14,18,193,13,24,9,1,0
Agartala,181,PM2.5,1,8,97,147,864,17,1,14,0,0
Xiantao,105,PM2.5,12,2,37,59,782,32,0,0,0,0
Yichun Heilongjiang,78,PM2.5,6,2,25,55,567,10,0,0,0,0
Gwalior,154,PM2.5,5,5,52,62,642,4,3,5,2,0
Imphal,138,PM2.5,6,9,48,80,439,9,2,5,0,0
Daye,23,O3,21,0,6,13,161,7,0,0,0,0
Ottawa,78,PM2.5,3,1,28,52,303,27,0,0,0,0
Zurich,70,PM2.5,1,0,19,23,234,13,4,7,0,0
Cenxi,72,PM2.5,3,2,22,28,302,6,0,0,0,0
Belgrade,86,PM2.5,9,12,29,33,508,22,0,0,0,0
Kingston,53,PM2.5,30,1,16,28,150,13,1,0,0,0
Amritsar,170,PM2.5,21,5,80,188,454,10,4,22,1,0
Sangli,135,PM2.5,17,3,41,58,429,6,4,13,1,0
Joao Pessoa,41,PM2.5,19,0,9,17,95,1,0,0,0,0
Cuiaba,67,PM2.5,23,0,21,31,252,20,0,0,0,0
Yiwu,61,PM2.5,27,0,14,47,322,22,7,18,0,0
Malaga,59,PM2.5,33,1,16,46,335,46,18,47,3,0
Ibague,36,PM2.5,25,0,9,9,177,5,0,0,0,0
Dortmund,96,PM2.5,0,1,35,47,423,30,25,9,0,0
Queretaro,69,PM2.5,47,8,17,46,1139,14,0,0,0,0
Kagoshima,53,PM2.5,20,1,15,15,200,7,2,9,0,110
Taian Shandong,56,PM2.5,32,2,19,54,106,13,1,7,0,0
Cabimas,34,PM2.5,31,3,8,13,176,9,0,0,0,0
Qitaihe,45,PM2.5,14,0,11,11,142,18,0,0,0,0
Milwaukee,45,PM2.5,22,1,9,29,177,14,0,0,0,0
Copenhagen,54,PM2.5,17,0,14,28,234,19,33,15,0,0
Catania,22,O3,25,4,5,5,387,19,0,0,2,0
Konya,97,PM2.5,8,9,39,49,645,31,0,0,0,0
Samut Sakhon,173,PM2.5,3,2,99,150,723,50,0,0,0,0
Bucaramanga,33,PM2.5,22,0,8,12,217,5,0,0,0,0
Dhanbad,188,PM2.5,8,5,121,121,18,0,0,50,0,0
Weihai,64,PM2.5,22,2,16,46,601,13,0,0,0,0
Dallas,50,PM10,26,0,11,54,101,14,1,4,0,0
Ganzhou,74,PM2.5,1,2,19,52,619,16,0,0,0,0
Adelaide,30,PM2.5,21,0,8,27,61,15,0,0,0,0
Hai Phong,151,PM2.5,7,17,65,65,722,22,0,0,0,0
Shuozhou,29,PM2.5,31,1,6,33,157,16,2,10,0,0
Mombasa,48,PM2.5,17,1,12,22,105,2,0,0,0,0
Tonghua,79,PM2.5,6,6,22,41,524,19,0,0,0,0
Taizhong,90,PM2.5,5,1,28,48,159,31,0,9,0,0
Maceio,54,PM2.5,18,0,14,30,83,9,0,0,0,0
Essen,99,PM2.5,1,1,37,52,426,24,35,0,0,0
Suweon,49,PM2.5,33,3,11,19,546,23,0,0,0,0
Samut Prakan,156,PM2.5,13,2,65,104,616,41,0,0,0,0
Joinville,57,PM2.5,22,0,14,26,76,12,0,0,0,0
Jiaxing,116,PM2.5,2,3,41,113,1014,41,0,0,0,0
Kaifeng,147,PM2.5,2,4,61,142,827,33,0,0,0,0
Toulon,58,PM2.5,26,0,14,30,259,35,7,38,2,0
Helsinki,61,PM2.5,20,0,18,20,188,24,0,0,0,0
Porto,81,PM2.5,5,3,26,40,430,22,0,0,0,0
Zhanjiang,126,PM2.5,14,21,47,102,775,24,0,0,0,0
Zunyi,109,PM2.5,12,5,36,51,597,13,0,0,0,0
Rizhao,133,PM2.5,2,3,48,133,1227,25,0,0,0,0
Prague,109,PM2.5,5,0,42,48,455,32,21,32,0,0
Dongying,159,PM2.5,5,10,73,138,1388,40,0,0,0,0
Qom,77,PM2.5,23,1,32,58,449,11,4,13,1,0
Mianyang Sichuan,73,PM2.5,28,1,22,45,135,19,1,7,0,0
Nanchong,122,PM2.5,14,1,46,79,465,12,0,0,0,0
Dresden,51,PM2.5,6,0,10,16,322,7,14,14,1,0
Fushun Liaoning,122,PM2.5,14,1,46,79,465,12,0,0,0,0
Antalya,92,PM2.5,4,6,35,102,1841,65,0,0,0,0
Bareilly,190,PM2.5,4,4,129,241,2229,42,18,54,8,0
Sofia,71,PM2.5,17,3,22,33,672,15,11,0,0,0
Juiz De Fora,54,PM2.5,51,1,14,21,147,2,0,0,0,0
Shiyan,91,PM2.5,10,3,31,58,372,13,0,0,0,0
Kazan,28,PM2.5,24,1,11,15,133,10,0,0,0,0
Ad-Dammam,123,PM2.5,12,23,57,85,211,55,0,0,0,0
Pereira,64,PM2.5,24,0,15,25,163,19,0,0,0,0
Port Elizabeth,68,PM2.5,18,2,19,56,100,13,2,2,0,0
Udaipur,173,PM2.5,4,4,85,167,297,15,9,39,2,0
Ahvaz,29,O3,35,0,2,4,122,4,0,0,0,0
Sanmenxia,123,PM2.5,1,3,42,70,581,31,0,0,0,0
Liuan,78,PM2.5,19,9,23,29,174,10,0,0,0,0
Florianopolis,68,PM2.5,24,0,21,33,75,23,0,0,0,0
Vellore,94,PM2.5,19,3,29,56,519,7,4,12,1,0
Dongyang,22,PM2.5,20,0,6,8,130,2,0,0,0,0
Nizhniy Novgorod,62,PM2.5,22,1,19,26,126,26,0,0,0,0
Thoothukkudi,53,PM2.5,15,3,13,13,326,6,3,9,2,0
Yingkou,99,PM2.5,5,13,31,138,2334,32,0,0,0,0
Bloemfontein,66,PM10,23,3,9,92,81,2,0,0,0,0
Fes,31,O3,32,2,7,11,126,2,0,0,0,0
Aligarh,246,PM2.5,3,3,187,318,2070,31,38,83,3,0
Xinyi,46,PM2.5,33,1,8,27,118,25,1,3,0,0
Udon Thani,85,PM2.5,36,1,28,40,590,4,0,0,0,0
Liuyang,64,PM2.5,24,0,16,38,375,25,12,29,0,0
Dublin,77,PM2.5,17,1,29,34,372,18,11,19,0,0
Maoming,78,PM2.5,7,1,26,26,224,7,5,7,0,0
Jalgaon,153,PM2.5,12,14,58,88,664,19,2,12,5,0
Tanger,31,O3,34,2,7,9,348,8,2,11,0,0
Hebi,135,PM2.5,3,6,48,146,699,26,0,0,0,0
Pekan Baru,58,PM2.5,14,0,14,20,224,3,0,0,0,0
Zaoyang,124,PM2.5,3,4,45,88,732,31,0,0,0,0
Tengzhou,185,PM2.5,5,7,125,140,877,38,0,0,0,0
Yiyang Hunan,148,PM2.5,25,1,59,112,282,19,5,23,2,0
Gaya,199,PM2.5,3,8,116,209,1648,82,19,101,3,0
Baltimore,54,PM2.5,32,1,14,31,161,20,6,24,0,0
San Luis Potosi,64,PM2.5,52,4,19,30,443,21,0,0,0,0
Mysore,87,PM2.5,15,2,30,79,251,13,4,9,1,0
Chelyabinsk,25,PM2.5,25,5,3,5,162,6,0,0,0,0
Tirunelveli,60,PM2.5,14,2,15,15,420,7,3,10,2,0
Moradabad,186,PM2.5,4,3,117,241,2395,57,14,48,7,0
Zhaodong,86,PM2.5,16,3,30,41,572,14,0,0,0,0
Barquisimeto,33,O3,35,1,8,13,167,4,0,0,0,0
Dengfeng,123,PM2.5,5,5,46,107,589,33,0,0,0,0
Durg-Bhilainagar,94,PM2.5,10,2,33,77,636,11,9,32,0,0
Matamoros,31,PM2.5,34,0,8,26,128,8,0,0,0,0
Suzhou,94,PM2.5,10,2,33,77,636,11,9,32,0,0
Kitchener,74,PM2.5,13,1,25,33,221,18,5,13,0,0
Maracay,43,PM2.5,18,3,10,15,212,9,0,0,0,0
Poza Rica de Hidalgo,53,PM2.5,34,4,12,19,150,3,0,0,0,0
Oujda,33,O3,34,1,5,9,118,2,0,0,0,0
Santa Fe,26,PM2.5,24,0,6,9,75,1,0,0,0,0
Zhuzhou,124,PM2.5,3,4,46,75,555,28,0,0,0,0
Ruian,61,PM2.5,23,1,14,20,279,12,0,2,0,0
Orenburg,61,PM2.5,19,1,21,39,129,16,0,0,0,0
Cangzhou,158,PM2.5,3,5,65,137,1223,42,0,0,0,0
Zhenjiang Jiangsu,164,PM2.5,0,4,81,160,891,63,0,0,0,0
Jiaozhou,80,PM2.5,30,0,26,42,375,17,3,9,0,0
Baoji,86,PM2.5,27,1,27,39,366,11,0,0,0,0
Jieyang,47,PM2.5,32,1,12,34,406,27,6,20,0,0
Chifeng,61,PM2.5,18,5,17,48,451,12,0,0,0,0
Bhubaneswar,182,PM2.5,32,5,127,194,779,14,0,0,0,0
Bremen,75,PM2.5,10,0,17,28,226,26,5,12,0,0
Pingdingshan Henan,182,PM2.5,32,5,127,194,779,14,0,0,0,0
Puning,53,PM2.5,16,1,12,17,152,2,0,0,0,0
Mendoza,56,PM2.5,42,1,14,39,130,25,0,0,0,0
Bogor,77,PM2.5,5,2,22,57,1679,32,0,0,0,0
Chiang Mai,64,PM2.5,17,1,19,31,585,10,0,0,0,0
Weinan,105,PM2.5,2,5,36,104,792,27,0,0,0,0
Anyang,142,PM2.5,1,4,53,147,1497,30,0,0,0,0
Kota Kinabalu,31,PM2.5,18,1,7,10,190,4,0,0,0,0
Tiruchirappalli,45,PM2.5,16,4,10,15,251,7,1,9,0,0
Basel,99,PM2.5,2,0,33,38,250,23,5,10,0,0
Gomel,54,PM2.5,27,2,12,14,155,2,0,0,0,0
Merida,37,O3,37,1,5,9,143,4,0,0,0,0
Albuquerque,43,PM10,38,0,8,47,199,9,1,2,0,0
Benxi,25,O3,31,0,1,1,120,0,0,0,0,0
Gaozhou,118,PM2.5,13,19,42,103,840,20,0,0,0,0
Huaibei,74,PM2.5,15,3,23,77,143,20,1,9,0,0
Feicheng,93,PM2.5,27,3,32,56,314,27,3,16,0,0
Meknes,31,O3,33,1,6,10,120,2,0,0,0,0
Panipat,203,PM2.5,18,5,162,234,2221,24,13,27,15,0
Kahramanmaras,160,PM2.5,8,6,66,71,1269,53,0,0,0,0
Irbid,75,PM2.5,23,1,31,57,443,11,4,13,1,0
Jinhua,59,PM2.5,30,1,13,49,287,22,4,12,0,0
Arak,157,PM2.5,26,5,66,106,379,6,2,10,2,0
Xiangtan Hunan,51,PM2.5,26,1,12,20,179,2,0,4,0,0
Tepic,38,O3,44,0,4,6,112,2,0,0,0,0
Chiang Rai,71,PM2.5,8,1,23,46,490,18,0,0,0,0
Guangyuan,131,PM2.5,1,1,47,75,874,18,0,0,0,0
Leicester,60,PM2.5,12,1,14,27,176,50,22,56,0,0
Tongchuan,121,PM2.5,2,3,41,75,521,27,0,0,0,0
Chandigarh,170,PM2.5,6,1,84,166,837,38,35,33,14,0
Khamis Mushayt,101,PM2.5,21,3,29,78,156,19,0,0,0,0
Jinzhou,53,PM2.5,24,0,14,46,322,24,7,20,0,0
Islamabad,131,PM2.5,4,4,41,86,1495,28,17,36,0,0
Samara,52,PM2.5,17,2,15,15,129,13,0,0,0,0
Tucson,55,PM10,36,1,10,74,114,10,0,0,0,0
Amsterdam,58,PM2.5,8,1,15,32,198,28,1,0,0,0
Imus,64,PM2.5,21,0,30,79,153,12,0,0,0,0
Da Nang,77,PM2.5,47,1,20,36,337,1,0,0,0,0
Villavicencio,63,PM2.5,20,1,19,27,144,13,0,0,0,0
Haifa,51,PM2.5,39,1,14,24,436,13,3,14,0,0
Sakarya,105,PM2.5,4,21,38,63,1340,26,0,0,0,0
Guilin,81,PM2.5,19,4,27,40,492,13,0,0,0,0
Shouguang,152,PM2.5,4,9,59,146,1391,33,0,0,0,0
Mexicali,60,PM10,42,0,10,57,292,8,8,3,0,0
Utrecht,55,PM2.5,2,0,13,17,261,24,11,0,0,0
Ufa,63,PM2.5,18,1,19,33,135,25,0,0,0,0
Rajahmundry,163,PM2.5,18,5,85,131,781,16,2,10,2,0
Rostov-on-Don,103,PM2.5,15,3,35,42,242,32,0,0,0,0
Hubli-Dharwad,107,PM2.5,6,2,42,94,591,37,9,33,0,0
Guwahati,183,PM2.5,5,5,103,124,1358,10,12,13,0,0
Larkana,179,PM2.5,26,6,108,160,807,9,0,0,0,0
Basilan City,19,O3,20,0,2,3,86,0,0,0,0,0
Valledupar,47,PM2.5,24,0,12,16,117,7,0,0,0,0
Chaoyang,111,PM2.5,9,6,37,113,1231,19,0,0,0,0
Liupanshui,180,PM2.5,2,3,123,133,882,34,0,0,0,0
Quetta,63,PM2.5,34,1,19,29,346,6,0,0,0,0
Cologne,106,PM2.5,1,1,38,65,265,32,30,13,0,0
Sukkur,173,PM2.5,36,9,96,143,670,4,0,0,0,0
Aguascalientes,62,PM2.5,51,5,17,37,353,16,0,0,0,0
Rayong,68,PM2.5,31,1,19,61,743,18,0,0,0,0
Binzhou,72,PM2.5,37,0,20,32,298,14,1,6,0,0
Salem,37,PM2.5,35,0,10,25,344,14,1,11,0,0
Kerman,86,PM2.5,21,0,29,56,408,14,5,14,0,179
Mekele,46,PM2.5,34,1,11,20,170,1,0,0,0,0
Bandar Lampung,238,PM2.5,1,10,160,160,923,16,1,14,0,0
Yongkang,94,PM2.5,8,3,30,61,246,27,1,15,0,0
Edinburgh,25,PM2.5,27,0,3,6,130,6,1,7,0,0
Haining,26,PM10,33,0,3,28,319,8,1,7,0,0
Pizhou,140,PM2.5,9,8,50,80,415,62,0,0,0,0
San Juan,28,O3,33,0,5,20,86,0,0,0,0,0
Ryazan,56,PM2.5,23,3,15,22,149,15,0,0,0,0
Vilnius,88,PM2.5,7,3,35,41,167,41,0,23,0,0
Tasikmalaya,89,PM2.5,4,0,29,55,482,18,0,0,0,0
Taishan,43,PM2.5,26,1,12,21,58,13,4,9,0,0
Calamba,21,PM2.5,20,0,6,8,126,4,0,0,0,0
Mesa,38,O3,43,0,6,35,103,13,0,0,0,0
Yongin,42,PM2.5,21,2,10,20,407,29,0,0,0,0
Zaozhuang,190,PM2.5,3,6,133,140,1135,35,0,0,0,0
Hannover,64,PM2.5,5,1,18,26,284,8,16,10,0,0
Xinxiang,121,PM2.5,2,11,43,140,1082,37,0,0,0,0
Fresno,109,PM2.5,21,0,31,51,469,19,6,16,0,556
Chuzhou,119,PM2.5,0,3,39,84,479,23,0,0,0,0
Yueqing,66,PM2.5,20,1,23,25,51,29,10,13,0,0
Luohe,108,PM2.5,1,5,41,122,554,39,0,0,0,0
Saharanpur,287,PM10,4,3,185,433,1445,26,13,30,12,0
Pingdu,64,PM2.5,24,0,16,38,375,25,12,29,0,0
Cuernavaca,91,O3,53,1,13,18,215,22,0,0,0,0
Yerevan,108,PM2.5,11,4,53,69,595,10,0,0,0,0
Qingzhou,119,PM2.5,9,2,33,51,316,11,1,12,0,0
Longkou,119,PM2.5,2,2,42,109,978,21,0,0,0,0
Goyang,48,PM2.5,17,2,11,19,562,26,0,0,0,0
Tbilisi,48,PM2.5,17,2,11,19,562,26,0,0,0,0
Naberezhnye Tchelny,29,PM2.5,16,2,7,10,142,12,0,0,0,0
Chihuahua,48,PM2.5,17,2,11,19,562,26,0,0,0,0
Astrakhan,47,PM2.5,6,1,10,10,143,23,0,0,0,0
Panjin,48,PM2.5,17,2,11,19,562,26,0,0,0,0
Santa Marta,60,PM2.5,27,0,17,25,93,6,0,0,0,0
Perm,57,PM2.5,28,2,15,30,142,21,0,0,0,0
Ambon,14,PM2.5,13,0,4,6,77,0,0,0,0,0
Bellary,78,PM2.5,23,5,24,49,639,6,27,43,1,0
Jalandhar,180,PM2.5,16,3,116,185,1480,15,54,44,2,0
Pietermaritzburg,60,PM2.5,7,3,20,29,123,14,0,0,0,0
Rustenburg,26,O3,14,1,4,13,414,4,1,4,0,0
Voronezh,76,PM2.5,18,3,24,29,171,31,0,0,0,0
Heyuan,87,PM2.5,6,1,22,77,159,25,0,9,0,0
Cartagena,61,PM2.5,45,4,16,28,130,24,0,0,0,0
Yanshi,73,PM2.5,15,1,23,24,659,30,0,0,0,0
Wenling,87,PM2.5,13,2,27,54,300,19,0,0,0,0
Al-Raqqa,92,SO2,1,69,28,54,238,54,0,0,0,0
Surakarta,74,PM2.5,6,0,24,53,365,22,0,0,0,0
Lille,69,PM2.5,2,2,20,34,126,29,9,13,4,0
Dali,30,PM2.5,8,2,8,18,212,10,2,12,0,0
Fuyang,178,PM2.5,2,4,112,145,1203,37,0,0,0,0
Sheikhupura,192,PM2.5,20,4,120,175,1419,26,10,36,2,0
Changning,31,O3,36,0,1,2,121,0,0,0,0,0
Diyarbakir,155,PM2.5,4,2,78,78,403,18,0,0,0,0
Grenoble,97,PM2.5,0,1,34,63,283,40,51,56,2,0
Bazhong,112,PM2.5,4,1,36,58,448,12,0,0,0,0
Puerto Vallarta,32,O3,40,1,5,7,109,1,0,0,0,0
Siliguri,160,PM2.5,7,2,74,172,258,27,18,50,5,0
Balashikha,65,PM2.5,6,1,14,24,332,29,13,0,0,0
Oslo,86,PM2.5,17,1,35,81,282,21,146,65,0,0
Angeles City,44,PM2.5,16,1,12,17,152,2,0,0,0,0
Shangrao,43,PM2.5,40,0,10,23,120,1,0,0,0,0
Gombe,44,PM2.5,16,1,12,17,152,2,0,0,0,0
Hosur,90,PM2.5,7,2,33,61,685,30,6,30,1,0
Changwon,61,PM2.5,32,3,17,38,406,13,0,5,0,0
Jingzhou Hubei,61,PM2.5,32,3,17,38,406,13,0,5,0,0
Poznan,131,PM2.5,7,7,52,62,455,23,0,12,0,0
Ma'anshan,13,O3,14,0,2,2,62,0,0,0,0,0
Gongyi,67,PM2.5,25,0,18,48,376,25,12,29,0,0
Zhaoqing,62,PM2.5,9,4,17,33,436,27,0,0,0,0
Van,78,PM10,16,9,25,92,1167,28,0,0,0,0
Gaoyou,142,PM2.5,1,4,58,126,954,34,0,0,0,0
Antwerp,33,PM2.5,3,1,8,20,308,21,18,0,0,0
Shizuishan,84,PM2.5,11,5,24,42,353,10,0,0,0,0
Xiongan,59,PM2.5,24,0,14,44,356,20,10,26,0,0
Bien Hoa,68,PM2.5,16,4,23,38,484,15,0,0,0,0
Johor Bahru,139,PM2.5,12,4,52,58,175,20,0,0,0,0
Ar-Rusayfah,151,PM2.5,1,58,55,109,188,75,0,0,0,0
Solapur,139,PM2.5,18,4,47,68,296,7,4,12,1,0
Vale do Aco,58,PM2.5,28,2,21,27,314,32,0,0,0,0
Samarinda,92,PM2.5,14,1,29,29,184,6,0,0,0,0
Cuautla Morelos,71,O3,50,1,5,8,154,3,0,0,0,0
Toulouse,66,PM2.5,6,0,24,24,178,25,24,56,0,0
Sacramento,80,PM2.5,30,0,26,42,375,17,3,9,0,0
Mersin,134,PM2.5,8,2,49,103,428,55,0,0,0,0
Kalasin,74,PM2.5,36,2,23,30,391,3,0,0,0,0
Shangyu,70,PM2.5,23,2,21,46,530,28,3,14,0,0
Atlanta,45,PM2.5,41,2,9,33,665,22,10,20,0,0
Teresina,68,PM2.5,25,0,22,35,193,20,0,0,0,0
Al-Mahallah al-Kubra,94,PM2.5,1,18,33,77,232,59,0,0,0,0
Loum,51,PM2.5,31,1,11,40,267,19,3,12,0,0
Laixi,25,PM2.5,24,1,5,8,133,6,0,0,0,0
Fuzhou Jiangxi,51,PM2.5,12,1,11,11,174,11,0,0,0,0
