city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
San Jose,62,PM2.5,11,0,22,48,453,30,2,22,0,70
Chon Buri,110,PM2.5,40,5,43,67,701,26,0,0,0,0
Allahabad,197,PM2.5,4,5,156,217,1568,49,6,45,74,0
Gwalior,153,PM2.5,9,5,68,87,769,4,3,4,0,0
Ottawa,71,PM2.5,2,0,24,49,316,22,0,0,0,0
Zurich,51,PM2.5,1,0,12,14,179,11,2,11,0,0
Belgrade,68,PM2.5,14,13,18,20,331,7,0,0,0,0
Amritsar,163,PM2.5,21,4,84,218,454,18,3,18,1,0
Joao Pessoa,44,PM2.5,18,0,12,21,97,0,0,0,0,0
Yiwu,80,PM2.5,4,0,28,54,440,42,8,40,0,0
Queretaro,98,PM2.5,15,6,37,191,1307,11,0,0,0,0
Taian Shandong,76,PM2.5,33,2,27,45,163,28,6,16,0,0
Copenhagen,52,PM2.5,16,0,14,29,178,20,10,29,0,0
Konya,103,PM2.5,16,9,35,37,406,24,0,0,0,0
Bucaramanga,34,PM2.5,24,0,7,10,238,6,0,0,0,0
Dhanbad,172,PM2.5,23,4,106,172,744,40,12,52,9,0
Weihai,111,PM2.5,19,5,43,109,779,23,0,0,0,0
Dallas,46,PM2.5,23,0,12,36,103,18,1,8,0,0
Ganzhou,77,PM2.5,25,7,29,50,632,11,0,0,0,0
Adelaide,61,PM2.5,32,0,18,59,60,28,0,0,0,0
Hai Phong,61,PM2.5,32,0,18,59,60,28,0,0,0,0
Mombasa,50,PM2.5,21,2,12,21,117,2,0,0,0,0
Taizhong,71,PM2.5,21,2,20,50,284,52,5,20,0,0
Maceio,56,PM2.5,18,0,14,36,94,7,0,0,0,0
Suweon,65,PM2.5,44,3,19,34,580,32,0,0,0,0
Samut Prakan,114,PM2.5,33,2,37,72,621,35,0,0,0,0
Joinville,54,PM2.5,22,0,13,26,91,7,0,0,0,0
Jiaxing,112,PM2.5,11,9,40,118,902,70,0,0,0,0
Kaifeng,165,PM2.5,24,8,81,146,923,33,0,0,0,0
Helsinki,49,PM2.5,20,1,12,20,164,15,0,0,0,0
Porto,132,PM2.5,8,2,50,50,190,17,0,0,0,0
Zhanjiang,114,PM2.5,39,6,32,71,627,12,0,0,0,0
Zunyi,104,PM2.5,15,9,34,57,766,17,0,0,0,0
Rizhao,126,PM2.5,16,8,43,117,1220,35,0,0,0,0
Prague,90,PM2.5,8,1,27,46,340,39,9,28,0,0
Dongying,113,PM2.5,16,10,33,142,1370,40,0,0,0,0
Qom,71,PM2.5,21,1,22,38,337,9,6,14,0,0
Mianyang Sichuan,70,PM2.5,29,2,21,41,193,44,5,16,0,0
Nanchong,127,PM2.5,13,1,48,89,594,14,0,0,0,0
Fushun Liaoning,127,PM2.5,13,1,48,89,594,14,0,0,0,0
Antalya,92,PM2.5,6,0,35,77,347,36,0,0,0,0
Bareilly,206,PM2.5,13,5,203,355,2338,26,15,51,8,0
Sofia,62,PM2.5,16,3,17,28,742,8,11,0,0,0
Shiyan,86,PM2.5,16,3,29,65,509,14,0,0,0,0
Kazan,21,O3,21,1,3,4,129,3,0,0,0,0
Ad-Dammam,155,PM2.5,13,30,68,93,227,45,0,0,0,0
Port Elizabeth,62,PM2.5,17,2,21,54,100,9,4,4,0,0
Ahvaz,36,PM2.5,35,0,13,13,153,9,0,0,0,0
Liuan,55,PM2.5,25,2,16,20,157,8,0,0,0,0
Florianopolis,62,PM2.5,36,0,16,29,86,18,0,0,0,0
Nizhniy Novgorod,64,PM2.5,25,1,20,20,130,24,0,0,0,0
Yingkou,82,PM2.5,29,4,19,40,411,8,0,0,0,0
Fes,28,O3,30,1,5,7,115,1,0,0,0,0
Aligarh,224,PM2.5,10,4,184,325,1754,25,49,83,3,0
Liuyang,69,PM2.5,4,0,22,36,419,37,15,49,0,0
Dublin,64,PM2.5,29,2,18,18,271,13,0,2,0,0
Maoming,75,PM2.5,9,0,21,25,179,5,1,5,0,0
Tanger,28,O3,26,2,4,7,310,5,2,8,0,0
Pekan Baru,44,PM2.5,31,1,11,16,167,1,0,0,0,0
Tengzhou,163,PM2.5,23,11,68,131,1048,38,0,0,0,0
San Luis Potosi,70,PM2.5,22,5,22,66,748,24,0,0,0,0
Mysore,94,PM2.5,16,2,37,69,667,37,5,12,1,0
Chelyabinsk,61,PM2.5,19,2,17,26,156,29,0,0,0,0
Moradabad,229,PM2.5,2,3,242,419,2758,34,12,49,7,0
Barquisimeto,35,PM2.5,10,1,9,12,326,13,0,0,0,0
Durg-Bhilainagar,61,PM2.5,30,3,15,61,141,11,9,31,0,0
Suzhou,76,PM2.5,30,1,25,50,179,24,0,0,0,0
Maracay,30,PM2.5,3,3,7,10,331,15,0,0,0,0
Zhuzhou,125,PM2.5,21,5,45,73,467,22,0,0,0,0
Ruian,40,PM2.5,33,0,10,17,157,3,0,1,0,0
Zhenjiang Jiangsu,152,PM2.5,24,9,58,184,866,55,0,0,0,0
Baoji,85,PM2.5,23,2,34,54,447,14,0,0,0,0
Jieyang,60,PM2.5,16,1,17,38,613,27,25,45,0,0
Chifeng,76,PM2.5,15,7,26,74,696,24,0,0,0,0
Bhubaneswar,165,PM2.5,65,7,74,119,524,25,0,0,0,0
Pingdingshan Henan,165,PM2.5,65,7,74,119,524,25,0,0,0,0
Puning,43,PM2.5,27,1,10,17,123,5,0,0,0,0
Mendoza,55,PM2.5,14,2,14,39,287,34,0,0,0,0
Bogor,117,PM2.5,51,3,48,97,536,41,0,0,0,0
Chiang Mai,62,PM2.5,24,1,17,42,1739,8,0,0,0,0
Tiruchirappalli,55,PM2.5,27,4,15,23,270,5,0,18,0,0
Merida,31,O3,35,1,6,10,147,3,0,0,0,0
Benxi,30,O3,35,0,1,1,120,0,0,0,0,0
Huaibei,87,PM2.5,27,2,27,90,254,44,5,19,0,0
Jinhua,75,PM2.5,7,0,23,52,490,34,2,26,0,0
Xiangtan Hunan,44,PM2.5,36,1,9,17,191,2,1,5,0,0
Chandigarh,162,PM2.5,8,1,79,187,862,50,53,54,11,0
Jinzhou,73,PM2.5,4,0,25,49,480,38,11,43,0,0
Islamabad,103,PM2.5,25,4,38,71,850,18,17,35,0,0
Samara,48,PM2.5,12,1,14,22,138,21,0,0,0,0
Amsterdam,28,PM2.5,16,1,2,8,182,6,1,0,0,0
Da Nang,116,PM2.5,66,2,39,84,305,33,0,0,0,0
Haifa,48,PM2.5,41,1,13,16,387,8,5,12,0,0
Guilin,107,PM2.5,30,5,37,61,492,13,0,0,0,0
Mexicali,45,PM2.5,28,0,13,47,358,14,12,6,0,0
Ufa,59,PM2.5,16,1,15,30,140,39,0,0,0,0
Rostov-on-Don,90,PM2.5,12,2,34,36,198,28,0,0,0,0
Hubli-Dharwad,124,PM2.5,5,2,51,97,768,26,11,18,0,0
Guwahati,177,PM2.5,15,5,116,228,873,11,12,13,0,0
Liupanshui,156,PM2.5,20,7,49,118,743,29,0,0,0,0
Quetta,72,PM2.5,45,1,22,36,311,5,0,0,0,0
Cologne,77,PM2.5,6,1,20,24,241,6,5,11,0,0
Aguascalientes,85,PM2.5,12,5,27,87,596,20,0,0,0,0
Binzhou,78,PM2.5,27,0,26,36,369,24,1,12,0,0
Salem,46,PM2.5,24,1,13,22,448,15,0,21,0,0
Bandar Lampung,188,PM2.5,8,9,117,186,693,7,2,12,0,0
Pizhou,132,PM2.5,4,10,60,84,528,73,0,0,0,0
Tasikmalaya,77,PM2.5,16,0,27,49,118,16,0,0,0,0
Yongin,55,PM2.5,45,3,13,42,473,29,0,0,0,0
Zaozhuang,160,PM2.5,14,17,61,140,1309,49,0,0,0,0
Xinxiang,121,PM2.5,8,10,45,131,2264,31,0,0,0,0
Yueqing,62,PM2.5,25,1,19,48,187,43,22,24,0,0
Luohe,106,PM2.5,16,6,37,137,671,29,0,0,0,0
Saharanpur,224,PM2.5,4,6,185,382,1777,22,14,28,17,0
Cuernavaca,99,PM2.5,13,4,38,63,1709,64,0,0,0,0
Yerevan,157,PM2.5,11,4,59,65,478,7,0,0,0,0
Goyang,52,PM2.5,43,3,11,23,450,19,0,0,0,0
Tbilisi,15,O3,16,0,3,5,206,3,0,0,0,0
Chihuahua,30,O3,31,1,4,7,114,2,0,0,0,0
Panjin,31,PM2.5,23,1,7,19,135,13,0,2,0,0
Perm,55,PM2.5,25,2,15,30,140,35,0,0,0,0
city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
